Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Freezing Glare,EOT,2,Psychic,2d10+10 ,Spec,"6, 1 Target","Freezing Glare Freezes the target on a 19+.Once per Scene, Freezing Glare may instead be usedas an Ice-Type Move."
Freezy Frost,TBD,TBD,Ice,TBD,Spec,"TBD","Crystal from cold haze hits. Eliminates all stat changes."
Frost Bolt,TBD,TBD,Ice,TBD,Phys,"TBD","Not done yet."
Frost Brand,TBD,TBD,Ice,TBD,Phys,"TBD","The foe is slashed with an icy blade. May inflict frostbite."
Frost Shroud,EOT,2,Ice,2d10+10 ,Spec,"6, 1 Target, Spirit Surge","Frost Shroud frostbites to the target on 17+."
Frostwave Aria,Daily x2,5,Ice,3d12+10 ,Spec,"Burst 6, Friendly","On a roll of 15+ user and it's allies in the area of Frostwave Aria gain blessing, that can beused once to resist an attack one step further."
Fuel Coal,EOT,/,Fire,,Status,"Self","Raise the user's Special Attack 1 Combat Stage and raise the user's Special Defense 1 CombatStag"
Fumigation Bomb,TBD,TBD,Poison,TBD,Phys,"TBD","Not done yet."
Fusion Bolt,Scene x2,2,Electric,3d8+10 ,Phys,"8, 1 Target, Smite","If Fusion Flare was used this round or last roundby any participant of the encounter, Fusion Bolt has its DB increased by +3."
Fusion Flare,Scene x2,2,Fire,3d8+10 ,Spec,"8, 1 Target, Smite","If Fusion Bolt was used this round or last roundby any participant of the encounter, Fusion Flare has itsDB increased by +3."
Gaia Growth,Daily,/,Grass,,Status,"Self","User heal ¼ of max hit points, and raises ATK and SP. ATK by 1 combat stage under the sun userraises ATK and SP. ATK by 2 combat stages instead."
Gem Missile,TBD,TBD,Rock,TBD,Spec,"TBD","+1 priority."
Geomancy,Scene,/,Fairy,,Status,"","Self, Set-Up"
Ghastly Echo,TBD,TBD,Ghost,TBD,Spec,"TBD","Deals damage and switches out, empowring the ally."
Giant Gale,TBD,TBD,Flying,TBD,Spec,"TBD","Strikes the foe with a mighty gale, but lowers Speed."
Gigaton Hammer,Scene x2,4,Steel,5d10+20 ,Phys,"Melee, 1 Target","The user becomes Vulnerable for one whole round after using Gigaton Hammer, Gigaton Hammer'sFrequency cannot be increased, and it cannot be made to be used as a Priority Move. (this move also maynot be paired with)"
Glacial Lance,Daily,2,Ice,4d10+10 ,Phys,"Line 8, Smite","Legal targets hit by Glacial Lance are Stuck andTrapped until the end of their next turn."
Glacier Crash,TBD,TBD,Ice,TBD,Phys,"TBD","Not done yet."
Gleam,At-Will,2,Light,,Status,"","A shining gleam from the user lowers the target's accuracy -2."
Gleaming Rush,Scene x2,6,Light,,,"Melee, 1 Target, Dash","Gleaming Rush Paralyzes on 18+. This move may Deal Electric damage if the user wishes."
Glimmer Wing,Scence x1,6,Light,,,"Melee, 1 Target",""
Glint,EOT,2,Steel,1d8+8 ,Spec,"5, 1 Target",""
Glitzy Glow,TBD,TBD,Psychic,TBD,Spec,"TBD","Telekinetic force that sets wall, lowering Sp. Atk damage."
Gravitational Pulse,Scene x2,2,Psychic,1d8+8 ,Spec,"6, 1 Target","Effect:Apply Gravity arround the target for X turns (X = result of 1d4+1). Gravitational Pulse Confuseson 16+ and if the target is affected by Gravitiy confusion range increased by +3.Gravity:target become grounded and negate the effect of Flying type moves..:"
Guardian Bolt,EOT,/,Electric,,Phys,"","Guardian Bolt Paralyzes on 18+ if used oon electric terrain Paralyzes on 16+ Instead."
Guardian's Grove,EOT,/,Grass,,Phys,"","Guardian's Grove lowers opponent's Speed on 18+ if used on grassy terrain lowers speed on 16+instead"
Guardian's Psyche,EOT,/,Psychic,,Spec,"","Guardian's Psyche flinches on 18+ if used in psychic Terrain flinches on 16+ instead"
Guardian's Tide,EOT,/,Water,,Spec,"","Guardian's Tide the heals the user for 1/4 of itsmaximum HP on 18+ if used in misty Terrain it heals on 16+ Instead."
Guillotine,Daily,6,Bug,,Phys,"","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Halo,Daily x2,/,Light,,Status,"","Apply Pallium Coat to the user for 5 turns . Pallium coat = negate secondary effect ofenemyattacks"
Happy Hour,TBD,TBD,Normal,TBD,STATUS,"TBD","Doubles the amount of Prize Money received."
Hard Press,TBD,TBD,Steel,TBD,Phys,"TBD","Crushes quicker foes, nullifying their ability."
Heal Charge,Daily x2,/,Light,,Status,"","An allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Points andincreaseits defense by 1 combat stage. Can't use when Darkness weather is active"
Heart Swap,Daily,/,Psychic,,Status,"10, 2 Targets","The targets trade Combat Stage values for eachStat."
Heaven Force,Scence x2,2,Light,,,"Melee, 1 Target, Set-Up","Effect:Resolution Effect:Heaven Force user appears adjacent to any legal target on the field,ignoringMovement Capabilities, and then uses Heaven force. Heaven force cannot be avoided byMoves with the Shield Keyword, the Dodge Ability, or similar effects, and Intercepts may not beattempted in response.:"
Heaven's Punishment,EOT,/,Light,,,"8, 1 Target","Heaven's Punishment blinds the target on 17+."
Hex Trot,TBD,TBD,Ghost,TBD,Spec,"TBD","A lively yet haunting dance that may raise Speed."
Hold Back,TBD,TBD,Fighting,TBD,Phys,"TBD","An attack that leaves the foe with at least 1 HP."
Homing Fletch,TBD,TBD,Steel,TBD,Phys,"TBD","Not done yet."
Hydro Steam,TBD,TBD,Water,TBD,Spec,"TBD","The user blasts the target with boiling-hot water."
Hyperspace Fury,Daily,2,Dark,3d8+10 ,Phys,"Burst 2","Interrupts may not be triggered againstHyperspace Fury. The user's Defense is lowered by -1Combat Stage."
Hyperspace Hole,Daily,2,Psychic,2d8+10 ,Spec,"Melee, 3 Targets","Make and resolve of Hyperspace Hole's attacksseparately. In between each attack, the user may Shiftusing their Teleporter capability, ending the Shift nextto a legal target. Interrupts may not be triggeredagainst Hyperspace Hole."
Ice Breaker,Scene x2,2,Ice,3d12+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","None"
Ice Burn,Scene,4,Ice,4d10+15 ,Spec,"","10, Single Target, Set-Up, Full Action"
Icicle Impale,TBD,TBD,Ice,TBD,Phys,"TBD","Jabs with a horn. May lower defense."
Infected Injection,Scene x2,3,Poison,3d8+10 ,Phys,"Melee, 1 Target","Infection Badly Poisons the target on 17+."
Infernal Parade,EOT,2,Ghost,2d6+8 ,Spec,"8, Ranged Blast 2","Legal targets hit by Infernal Parade are Burnedon a 17+.Once a Scene, if at least one of Infernal Parade'stargets has a Status Condition, you may have InfernalParade's Damage Base be 12 instead (3d12+10 / 30)."
Infinity Beam,Daily x2,4,Light,,,"8, 1 Target,","The target is blind on 15+."
Insect Impact,TBD,TBD,Bug,TBD,Phys,"TBD","A punch that may drop the target's defense stat."
Inverse Room,TBD,TBD,Psychic,TBD,STATUS,"TBD","Reverses type matchups for 5 turns."
Iron Fangs,EOT,2,Steel,2d10+10 ,Phys,"Melee, 1 Target","Effect:Effect:Light Screen,Reflect,Aurora Veil etc may not be activated inresponse to Iron Fangs.:"
Iron Maiden,Daily,6,Steel,,Phys,"","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Iron-Willed Edge,Scene x2,3,,,Phys,"Melee, 1 Target","Iron-Willed Edge deals damage and boosts the user's Defense by 1 Combat Stage if it successfully"
Ivy Cudgel,TBD,TBD,Grass,TBD,Phys,"TBD","Strikes the foe with an ivy-wrapped cudgel."
Jagged Fangs,EOT,3,Rock,2d6+10 ,Phys,"Melee, 1 Target","Jagged Fangs raises user's Attack on 18+"
Jagged Horns,TBD,TBD,Rock,TBD,Phys,"TBD","Not done yet."
Jagged Punch,TBD,TBD,Rock,TBD,Phys,"TBD","Not done yet."
Judgment,Daily,2,Normal,3d8+10 ,Spec,"6, Ranged Blast 3, Smite","Judgment's Type can be whatever ElementalType the user wants it to be."
Jungle Healing,Daily x2,/,Grass,,Status,"Burst 1","The user and any allies in the burst regain HitPoints equal to 1/4 of their Maximum Hit Point Value,and are cured of any Persistent or Volatile StatusConditions."
Justispear,Scene x2,/,Light,,,"Melee, 1 Target","Justispear cannot miss"
Karma,TBD,TBD,Poison,TBD,STATUS,"TBD","Raises SpAtk and SpDef. Lowers Speed."
Ki Blast,EOT,4,Fighting,3d10+10 ,Spec,"8, 1 Target, Aura","Ki Blast Crits on 17+."
Kilobite,TBD,TBD,Steel,TBD,Phys,"TBD","Rushes forward and bites the foe's weak spot."
Kinetic Barrage,TBD,TBD,Psychic,TBD,Phys,"TBD","Throws nearby objects using telekinesis. May Confuse."
Krag Cutter,Scene x2,/,Rock,,Phys,"","Crag Cutter delivers a powerful strike that boosts the user's Attack by 1 Combat Stage if itsuccessfully hits the target. Additionally, if the user's HP is below half this move Gains +2 Accuracy."
Land's Wrath,Scene x2,2,Ground,2d10+10 ,Phys,"Burst 5, Friendly, Groundsource","None."
Laser Beam,At-Will,4,Light,,,"Line 6","Laser Beam blinds target on 17+"
Laser Vision,Scence x2,2,Light,,,"5,1 Target","Laser Vision DB 8 Burns the target on 15+"
Leech Blade,TBD,TBD,Grass,TBD,Phys,"TBD","Heals 50% damage done."
Light Beam,Scence x2,6,Light,,,"Line 5","Light Beam Blinds Target on 18+"
Light Kick,EOT,4,Light,,,"Melee, Dash, 1 Target",""
Light Pulse,Scence x2,2,Light,,,"Cone 2","Light Pulse lowers target's special defense on 19+."
Light Tail,At-Will,3,Light,,,"Melee, 1 Target","Target is pushed 6 meters minus their Weight class. On 17+ , target is Blinded"
Light Up,Scene x2,2,,,Spec,"8, 1 Target","Light Up has a chance to burn the target on 17+. It may does fire Damage if the User"
Light blade,EOT,2,Light,,,"Melee, Pass","Light Blade is a critical hit on 18+"
Light of Truth,Daily x1,4,Light,,Status,"","Blinds the target"
Lightning Bullet,TBD,TBD,Electric,TBD,Phys,"TBD","Shoots a powerful energy projectile that may paralyze."
Lightning Strike,TBD,TBD,Electric,TBD,Phys,"TBD","A rapid strike with a lightning bolt, maybe raising Speed."
Lightray Pulse,EOT,2,Light,,SpecialDamage Base,"5, 1 Target","Lightray Pulse blinds on the target on 18+"
Lotus Shower,TBD,TBD,Grass,TBD,Phys,"TBD","Not done yet."
Lovely Bite,At-Will,3,Fairy,2d6+10 ,Phys,"Melee, 1 Target","Lovely Bite Infatuates the target on a roll of 18+"
Lunar Blessing,Daily,/,Psychic,,Status,"Self","The user regains hit points equal to 50% of itsHit Point total, cures all of its Status conditions, andgains +2 Evasion."
Lunar Canon,Scene x2,2,Dark,3d12+10 ,Spec,"Line 6, Set-Up","The user attacks with LunarCannon."
Lunar Dance,Daily,/,Psychic,,Status,"8, 1 Target","The user immediately Faints, lowering itsHit Points to 0. The user takes no Injuries from HitPoint Markers when using Lunar Dance. The target isimmediately cured of up to 3 injuries, healed to theirMaximum Hit Points, and has the Frequency of all Movesrestored. Lunar Dance may target a pokémon in a PokéBall. Lunar Dance does not restore the Frequency ofHealing Wish or Lunar Dance. Injuries healed throughLunar Dance count toward the total number of Injuriesthat can be healed each day, and this healing is limitedby the same."
Luster Purge,Scene x2,2,Psychic,3d8+10 ,Spec,"12, 1 Target, Spirit Surge","Luster Purge lowers the target's Special Defenseby 1 Combat Stage on an Even-Numbered Roll."
Magical torque,EOT,2,Fairy,3d8+10 ,Phys,"Melee, 1 Target",""
Magma Storm,Scene,6,Fire,3d8+10 ,Spec,"6, 1 Target","The target is put in a Vortex; this effect occurseven if Magma Storm misses its target."
Malignant Chain,TBD,TBD,Poison,TBD,USE_HIGHEST_OFFENSE,"TBD","The user pours toxins into the target. Badly poisons the target"
Malodorant Vortex,Scene x2,4,Fire,1d8+8 ,Spec,"Range 6 , 1 target","The target is put in a Vortex and while in the vortex target get 1 AC to all it's rolls andpoison range of moves target it is increased by +2."
Medusa Ray,Daily,2,Rock,2d8+10 ,Status,"5, 1 Target","The target gains the Rock Type in addition toits other Types for 5 turns"
Megaton Hammer,TBD,TBD,Fighting,TBD,Phys,"TBD","A devistating blow delivered with a heavy weapon."
Melting Boulder,Scene x2,2,,2d8+10 ,Phys,"5, 1 Target","Melting Boulder Burns the target on 15+."
Merculight,TBD,TBD,Electric,TBD,STATUS,"TBD","Evades attacks and paralyzes the attacker."
Metal Overload,Scene x2,4,Steel,3d12+10 ,Phys,"Melee, 1 Target.","Prevents target from using the same move for the next two turn."
Metallic Melody,TBD,TBD,Steel,TBD,Spec,"TBD","Hits the body rhythmically to damage the opponent with sound."
Mighty Cleave,TBD,TBD,Rock,TBD,Phys,"TBD","Wields a light blade. Hits through protect."
Mind Break,TBD,TBD,Psychic,TBD,Phys,"TBD","20% confuse chance."
Mind Burn,EOT,2,Psychic,,Spec,"6, 1 Target","Mind Burn burns on 17+."
Mind Step,EOT,/,Psychic,2d6+8 ,Phys,"Melee, 1 Target","This Move cannot miss. Beforeattacking, the user may Teleport 4 into asquare adjacent to a foe as a Shift Action."
Mirage Slam,TBD,TBD,Psychic,TBD,Phys,"TBD","A psychedelic slam that hits again in the Future."
Mist Ball,Scene x2,2,Psychic,3d8+10 ,Spec,"12, 1 Target, Spirit Surge","Mist Ball lowers the target's Special Attack by 1Combat Stage on an Even-Numbered Roll."
Mistsplosion,TBD,TBD,Fairy,TBD,Spec,"TBD","Hit everything and faint. Powers up on Misty Terrain."
Misty Explosion,Daily,2,Fairy,3d8+10 ,Spec,"Burst 3, Friendly, Smite","The user's Hit Points are set to -50% of theirfull Hit Point value. This Hit Point loss cannot beprevented or reduced in any way. After MistyExplosion is resolved, create Misty Terrain in a Blast7, centered on the user, that lasts for 5 turns. Anycreatures in those spaces are affected as if by theField Move Misty Terrain, rather than any other FieldMove."
Molten Shield,Daily x1,/,,,Status,"","The user creates a blazing shield of fire around itself. For the next 5 turns, the user isimmune to all status conditions and its Defense and Special Defense are increased by 1 Combat Stages.Additionally, any Pokémon that makes physical contact with the user must make a Save Check (DC 12). On afailure, the contacting Pokémon is burned."
Molten Strike,TBD,TBD,Fire,TBD,Phys,"TBD","Slams the foe like a molten hammer, but lowers Speed."
Moongeist Beam,Scene x2,2,Ghost,3d8+10 ,Spec,"Line 6","This Move ignores any Abilities that wouldcause it to fail or miss, such as Dodge or WonderGuard; those Abilities cannot be activated in responseto Moongeist Beam."
Morning Star,Scence x2,4,Light,,,"Close Blast 3, Smite","Morning Star Blinds Target on 18+"
Morph,Daily,/,Normal,,Status,"Self","The user uses the move Transform. Afterresolving the effects of Transform, the user copiesthe target's Type(s). If the user is now single typed, itmay either change that type, or add a second type ofits choice. If the user is now double typed, it mayremove one of those types, or change one of thosetypes. These changes last until the end of the Scene,or the user changes Types again."
Mortal Spin,At-Will,2,Poison,1d6+5 ,Phys,"Melee, 1 Target, Spirit Surge",""
Mould,EOT,2,Grass,2d6+10 ,Spec,"6, 1 Target","Once a Scene, if Mould's target has a StatusAffliction, you may have Mould's Damage Base be 13instead (4d10+10 / 35)."
Mountain Chunk,TBD,TBD,Ground,TBD,Phys,"TBD","Hurls a chunk of a mountain at the opponent. Can flinch."
Mountain Gale,EOT,5,Ice,3d8+10 ,Phys,"5, 1 Target","The target is Flinched on a 15+."
Mud Bath,EOT,2,Water,2d8+10 ,Physic,"Melee, 1 Target","After the target takes damage, the user gainsHit Points equal to half of the damage they dealt to thetarget.Muddy Water can deal ground type damage if user wishes."
Mud Slide,Scene x2,4,Rock,2d8+10 ,Phys,"6, Ranged Blast 3, Groundsource","Mudslide Flinches all Legal Targets on 17+."
Multi-Attack,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target","Multi-Attack is the same Type as the MemoryDisc, Plate, or Drive Item held."
Mystic Dance,TBD,TBD,Dragon,TBD,STATUS,"TBD","Not implemented."
Mystical Power,Scene x2,4,Psychic,2d6+10 ,Spec,"6, 2 Targets, Spirit Surge","The user receives +1 Combat Stage in theirhighest non-HP stat."
Natural Gift,Scene,2,Normal,,Phys,"6, 1 Target, Berry","Refer to the Move Keywords Berry list. NaturalGift deals damage according to the Berry list and NaturalGift's Type is also defined there. The Berry's DigestionBuff is nullified and is not used."
Nature Power,EOT,See effect,Normal,,Status,"See Effect","Nature Power uses a Move defined by theEnviron keyword."
Nature's Madness,Scene,4,Fairy,,Spec,"4, 1 Target","The target loses 1/2 of their current Hit Points."
Nocturnal Venom,EOT,3,Poison,1d6+3 ,Spec,"Range 4 , 1 target",""
Noxious torque,EOT,2,Poison,3d8+10 ,Phys,"Melee, 1 Target",""
Oblivion Wing,Daily,2,Flying,2d8+10 ,Spec,"Melee, 1 Target","The user gains Hit Points equal to OblivionWing's Damage Roll."
Occult Razor,Scene,5,Psychic,3d10+10 ,Phys,"Melee, 1 Target","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Suppressed for 1 full round."
One-Inch Punch,TBD,TBD,Fighting,TBD,Phys,"TBD","Picks a weak spot and then strikes with immense force."
Oni Fist,TBD,TBD,Dark,TBD,Phys,"TBD","An unavoidable punch that is thrown from shadows."
Order up,EOT,3,Dragon,2d8+10 ,Phys,"Melee, 1 Target",""
Origin Pulse,Scene x2,5,Water,3d12+10 ,Spec,"Close Blast 3, Smite","None"
Outburst,TBD,TBD,Normal,TBD,Spec,"TBD","Severe special damage but makes the user faint."
Overgrowth,EOT,/,Grass,,Status,"Self","Raise the user's Defense 1 Combat Stage andraise the user's Special Defense 1 Combat Stage."
Pebble Shower,TBD,TBD,Rock,TBD,Spec,"TBD","20% chance to flinch. Hits both targets."
Penance,Daily x1 Quick Action,/,Light,,Status,"","Apply Mirror Coat to user until the effect is fired. Mirror coat = Upon receiving adecrease statmove,decrease the attacker's stats instead of the user's"
Pestilence,Daily x2,5,Poison,3d12+10 ,Spec,"6, 1 Target, Smite","Gunk Shot Poisons the Target on 15+."
Phantom Encore,Daily,2,,,Status,"","The User Copies the target's attacking move as an interrupt. If the original move was a SpecialAttack, Phantom Encore's uses the move's damage base +5 with recoil 1/3.Aditionnally the user may choose between the original type and ghost type for the damage calculation"
Phantom Glove,TBD,TBD,Ghost,TBD,Phys,"TBD","Not done yet."
Phootnic Impact,EOT,/,Light,,,"Melee, Dash","Photonic Impact flinches on 19+"
Photon Beam,EOT,2,Light,,,"5 Line","Photon Beam lowers target's special defense on a 17+ roll."
Photon Blast,At-Will,7,Light,,,"Blast 2","Photon Blast blinds on 17+."
Photon Geyser,Scene,2,Psychic,3d8+10 ,Spec,"Burst 2","This attack uses the highest of the user'sAttack or Special Attack Stat, though it remains aSpecial Move. This Move ignores any Abilities thatwould cause it to fail or miss, such as Dodge orWonder Guard; those Abilities cannot be activated inresponse to Photon Geyser."
Photonic Bite,EOT,3,Light,,,"Melee, 1 Target","Photonic bite lowers Defense on 18+ and uses target's special defense for damage"
Photonic Rush,At-Will,2,Light,,,"Line, Dash, Recoil 1/3","None"
Pika Papow,TBD,TBD,Electric,TBD,USE_HIGHEST_OFFENSE,"TBD","A reliable and strong Electric type attack. Uses best offense."
Pillar Slam,EOT,/,Rock,,Phys,"","For each weight class the user is above the target, increase Pillar Slam's damage base by +2additionally it treats Beast boost activations as extra +1 weight class until the end of the Encounter."
Piston Punch,Daily x1,4,Steel,3d10+10 ,Phys,"Melee, 1 Target, Dash, Priority","None"
Pitfall,TBD,TBD,Ground,TBD,Phys,"TBD","An overhead strike that attempts to bury the opponent."
Pixie Beam,TBD,TBD,Fairy,TBD,Spec,"TBD","A powerfull magic beam 30% chance to drop user SpAtk."
Pixie Flurry,Scene x2,/,Fairy,,Phys,"","None"
Pixie Slash,TBD,TBD,Fairy,TBD,Phys,"TBD","The foe is slashed with a whimsical blade. High Crit ratio."
Plasma Charge,Scence x1,2,Light,,,"Melee, 1 Target, Dash","Plasma Charge blinds target on 18+."
Plasma Pulse,TBD,TBD,Electric,TBD,Spec,"TBD","Double damage to foes with status problems."
Popping Mayhem,TBD,TBD,Fire,TBD,Phys,"TBD","Hits 2-5 times and can burn."
Pounce,EOT,2,Bug,1d8+8 ,Phys,"Melee, 1 Target","The target's Speed is lowered by -1 CS."
Power Shift,Scene,/,Normal,,Status,"Self","The user's Attack stat and Defense stat areswitched and the user's Special Attack stat andSpecial Defense stat are switched. These changes lastfor the remainder of the scene, or until the user isswitched out or Fainted."
Precipice Blades,Scene x2,5,Ground,3d12+10 ,Phys,"Burst 1, Smite","None."
Pressure Wash,EOT,/,Water,,Spec,"","Pressure Wash crits on 17+"
Primal Beam,TBD,TBD,Dragon,TBD,Phys,"TBD","An strange beam that uses the user's Attack, may rise it."
Primitive Strike,TBD,TBD,Ground,TBD,Phys,"TBD","A slow but mighty strike from the ancient past."
Prismatic Laser,Daily x2,4,Psychic,5d10+20 ,Spec,"","Line 8, Smite, Exhaust"
Psionic Gale,At-Will,3,Psychic,3d8+10 ,Phys,"4, 1 Target","Psionic Gale is a crit on a roll of 16+"
Psy Kick,At-Will,3,Psychic,1d6+5 ,Phys,"Melee, 1 Target, Double Strike","None"
Psyblade,EOT,2,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Slice",""
Psychedelic Slumber,Scene x2,2,Psychic,2d10+10 ,Spec,"Burst 3","Target falls asleep on 18+. If opponent is asleep , deal twice the damage."
Psycho Copy,Daily,/,Psychic,,Status,"Self, Interrupt","If the user is hit by a move , the user may use Psycho Copy. Interrupt the target move, and usethe same move on the user."
Psychokinetic Slam,TBD,TBD,Psychic,TBD,Phys,"TBD","Deals damage. 33% recoil damage."
Psyshield Bash,EOT,4,Psychic,2d6+10 ,Phys,"Melee, 1 Target","The user gains +5 DR for one full round."
Psystrike,EOT,2,Psychic,3d8+10 ,Spec,"4, 1 Target","When calculating damage, the target subtractstheir Defense from Psystrike's damage instead of theirSpecial Defense. Psystrike is still otherwise Special(Special Evasion is used to avoid it, Mirror Coat canreflect it, etc.)"
Pyro Technics,EOT,2,Fire,2d10+10 ,Spec,"6, 1 Target, Smite","On 18+ , lowers target accuracy by 1 combat Stage."
Quad Punch,At-Will,4,Fighting,1d6+5 ,Phys,"Melee, 1 Target, Four Strike","May hit up to four times.Can Select different targets as long as they are in Attack Range."
Quick Leaf Cutter,EOT,2,Grass,2d6+10 ,Phys,"Melee , 1 target , Priority","None"
Quicksilver,At-Will,2,Steel,1d6+5 ,Spec,"4, 1 Target, Priority, Aura","Quicksilver poisons the target on 18+"
Raampage,Scene x2,3,Dark,3d12+10 ,Phys,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enragedand Confused."
Radiant Burst,EOT,2,Light,,,"All Cardinally Adjacent Target","Blinds Target on 18+."
Radiant Force,Scence x2,2,Light,,,"Burst 2, Groundsource","Under Light Terrain this move Frequency is EOT (but this move can't be used again after"
Radiant Kick,EOT,3,Light,,,"Cone","If Radiant Kick DB 13 misses, the user loses 2 point of accuracy for 2 turns. A failure"
Radiant Shield,,/,Light,,Status,"","Effect:Blessing - Any user affected by radiant shield may activate it when receiving Damage toresistthe Damage one step. Radiant shield may be activated 2 times, and then disappears.Special:radiant shield can only be used when the user is in Light field. The Blessings persist:"
Raging Fury,Scene x2,2,Fire,2d6+10 ,Spec,"Burst 1, Spirit Surge","The user becomes Enraged. Legal targetsbecome Enraged on a 16+."
Raging Souls,TBD,TBD,Ghost,TBD,Spec,"TBD","Sharply lowers user's SpAtk."
Rainbow Beam,Scence x2,4,Light,,,"Line 5","Rainbow Beam lowers target ATK by 1 CS on a roll of 17+."
Rainbow Ring,Daily x2,7,Light,,,"Melee, Multiple Targets","Create a ring of colors around the user for 1 turn. Lowers all stats on 20+."
Rapid River,TBD,TBD,Water,TBD,Phys,"TBD","Hits twice. Mega Launcher boost."
Ready or Not,TBD,TBD,Normal,TBD,Phys,"TBD","Hides on the first turn and then surprises the foe."
Redline,Scene x2,3,Dragon,2d8+10 ,Versatile (uses highet of physical/or special attack),"Melee, 1 Target, Dash, Versatile","The target may not make Attacks ofOpportunity until the end of the Round. Ifthe target has any positive Combat Stages,it loses them, and this Move is 1 step moreEffective. After attacking, the user mayMove up to their remaining Movement as aFree Action"
Relentless Clobber,TBD,TBD,Dark,TBD,Phys,"TBD","Hits 2-5 times with an attack flurry."
Relic Song,Scene,2,Normal,3d6+10 ,Spec,"Burst 3, Friendly, Sonic","All Legal Targets fall Asleep on 16+. As long asMeloetta knows Relic Song, it may change between AriaForm and Step Form as a Swift Action when using RelicSong, or as a Standard Action otherwise. Both Aria andStep Form must be statted with the same HP Stat."
Requiem,TBD,TBD,Ghost,TBD,Spec,"TBD","10% chance to curse."
Retribution,Daily x1 Quick Action,/,Light,,Status,"","Apply Diffracting coat to user for 1 turn. Diffracting coat = Any attack on user isredirectedto everyone around with double power on a accuracy check of 6+"
Revival Blessing,Daily,/,Normal,,Status,"See Effect",""
Rider Kick,TBD,TBD,Bug,TBD,Phys,"TBD","Deals damage that can't miss. Ignores target ability."
Rip and Tear,TBD,TBD,Dark,TBD,Phys,"TBD","The user tears into the foe with its fangs."
Roar of Time,Daily x2,4,Dragon,4d10+20 ,Spec,"Burst 8, Smite, Exhaust","All legal targets are Slowed, even if the attackmisses."
Rock Recover,Daily x2,/,Rock,,Status,"Self","For 5 round ,each round user recover 1/3 of all damage received during the previous round.Increase user defence by 1 combat stage."
Rocket Shot,TBD,TBD,Steel,TBD,Phys,"TBD","Not done yet."
Ruination,Scene,4,Dark,,Spec,"4, 1 Target","The target loses 1/2 of their current Hit Po"
Sacred Aqua Veil,Daily x2,/,Water,,Status,"Self","The user summons a sacred veil of pure water that covers the User . This moveremoves all status conditions from the user for 5 turns. During this period the user resistsFire & Dark Types moves one step further. Additionally, for the fullduration of the veil user crit range increased by +2."
Sacred Fire,EOT,3,Fire,3d8+10 ,Phys,"6, 1 Target","Sacred Fire Burns the target on Even-NumberedRolls."
Sacred Light,2x Daily,/,Light,,Status,"","The user and all allies in the burst regain Hit Points equal to 1/2 of their Maximum HitPoints and heal all statues. The User and allies also gain +1 accuracy bonus until the end ofthe encounter."
Sacred Thunder,Scene x2,3,Electric,3d10+10 ,Phys,"Dash, 1 Target, Smite","On 18+ target becomes paralyzed."
Safe Passage,TBD,TBD,Normal,TBD,STATUS,"TBD","Guides an ally onto the field, shielding them from harm."
Sand Shroud,Daily x1,/,,,Status,"","The user creates a dense cloud of dust and debris around itself, causing tremors that disruptopponents' accuracy. For the next 5 turns, all opposing Pokémon targeting the user have -3 Accuracy.Ifhit by an attack during the duration of the effect attacker must make a save check (12) if failedattacker is hit by Sand tomb as a quick action"
Sandsear Storm,TBD,TBD,Ground,TBD,USE_HIGHEST_OFFENSE,"TBD","Attacks with searing winds and hot sand. Sets sandstorm."
Sandstorm Sear,Scene,5,Ground,3d8+10 ,Spec,"6, Ranged Blast 3, Smite","The target is Burned on a 15+"
Sandstorm Surge,Scene x2,2,Ground,1d8+6 ,Phys,"6, 1 Target","If the weather isn't sandstorm, Summons a sandstorm for 4 rounds, if the weather is sandstormdamage base is 9 instead and the next attack the user receives is resisted one step further."
Sappy Seed,TBD,TBD,Grass,TBD,Phys,"TBD","Giant stalk scatters seeds that drain HP every turn."
Scatter Blast,TBD,TBD,Ground,TBD,Spec,"TBD","Not done yet."
Scorchng Sands,TBD,TBD,Ground,TBD,Spec,"TBD","Throws scorching sand at the target. May leave a burn."
Searing Shot,EOT,2,Fire,3d8+10 ,Spec,"Burst 1","Searing Shot Burns all targets on 15+."
Seasonal Horn,Scene x2,/,Grass,,Phys,"","Effect:Spring Form:Seasonal Strike heals the user by half of the damage dealt.:Summer Form:Seasonal Strike has a Burns on 15+.Autumn Form:Seasonal Strike raises user defense by +1 CS on 15+.:"
Second Wind,Daily,/,Fighting,,Status,"Self","Raise the user's Attack 2 Combat Stage and raisethe user's Speed 2 Combat Stage.Can Only Be used when user is under 50% hp and has at least 3 Injuries"
