Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Toxin Rain,Scene x2,5,Poison,,Status,"6, Ranged Blast 3, Versatile","On a hit, all Targets become Poisoned. After this Attack resolves, create a Zone within the range of this Attack. Whenever a Combatant ends their Turn in this Zone, they become Poisoned. This Zone lasts until you Faint. "
Toxin Splash,At-Will,3,Poison,1d8+6 ,Spec,"6, 1 Target","On a roll of 17+, the Target becomes Poisoned."
Venom Claw,Scene x2,4,Poison,2d6+8 ,Phys,"Melee, 1 Target","On an Even Roll, the Target becomes Poisoned. On an Odd Roll, they become Wounded."
Venom Drench_pte,EOT,/,Poison,,Status,"Close Blast 2, Versatile","All Targets lose -2 CS in a Stat of your Choice. If they're Poisoned, they instead lose -2 CS in two stats of your choice and become Vulnerable until the end of the Round. Sureshot."
Venoshock_pte,Scene x2,3,Poison,2d8+10 ,Spec,"6, 1 Target","If a Target hit by this Attack is Poisoned, you may cure them of the Affliction. If they are cured this way, they lose three Ticks of Hit Points."
Agility_pte,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS in Speed. Their next Dash Attack gains the Smite Keyword."
Ally Switch_pte,Scene x2,/,Psychic,,Status,"3, 1 Target, Trigger","Ally Switch may be declared when an Enemy hits an Attack as a Standard Action + Reaction. The user chooses one willing ally within 3 meters; the Target and the user switch places. If the ally was a Target of an Attack, the user is now the Target; If the user was a Target of an Attack, the ally is now the Target. "
Amnesia_pte,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS in Special Defense and is cured of a Mental Affliction"
Barrier_pte,Scene x2,/,Psychic,,Status,"6, Trigger, Versatile","Choose 6 Unoccupied Spaces within the Range of this Attack to create Blocking Terrain in, such that all 6 Spaces are Adjacent to at least one other Blocking Terrain. Blocking Terrain created this way is [Breakable - Fragile]. Barrier may also be used as a Standard Action + Reaction when an Enemy uses a Ranged 1-Target or Line Attack, in which you must place the Terrain in a way to block the Line of Sight for that Attack."
Calm Mind_pte,EOT,/,Psychic,,Status,"Self, Versatile","Choose two different Effects to apply to the user: The user gains +2 CS in Special Attack. The user gains +2 CS in Special Defense. The user is cured of a Mental Affliction"
Cognition Strike,EOT,5,Psychic,1d8+8 ,Phys,"6, 1 Target","Double Strike."
Confusion_pte,At-Will,3,Psychic,1d8+8 ,Spec,"6, 1 Target","On a roll of 19+, the Target becomes Dazed. If the Target has a Mental Affliction this has the Sureshot Keyword."
Cosmic Power_pte,EOT,/,Psychic,,Status,"Self, Versatile","The user gains +2 CS to a Stat of their choice. If the user is in Space Terrain or Mystical Weather, they may instead choose two different Stats to gain +2 CS in."
Dream Eater_pte,Scene x2,/,Psychic,3d8+10 ,Spec,"3, 1 Target","Dream Eater can only Target a Combatant that is Drowsy.  Drain, Sureshot."
Dream Illusion,Scene x2,/,Psychic,,Status,"4, 1 Target","Dream Illusion may only Target a Drowsy Combatant. Choose an Attack from the Target’s Attack List. The Target Pokemon then immediately uses that Attack on Target(s) of your choosing without expending frequency or their Actions. Sureshot."
Eerie Spell_pte,EOT,4,Psychic,2d8+10 ,Spec,"6, 1 Target","If the Target has a Mental Affliction other than Disabled, they have a random Attack Disabled."
Esper Wing_pte,EOT,5,Psychic,2d6+10 ,Spec,"Melee, Pass","The Critical Hit Range for this Attack is extended for each Positive CS in the user’s Special Attack and Special Defense Stat."
Expanding Force_pte,Scene x2,5,Psychic,2d8+10 ,Spec,"Burst 1, Full Action, Groundsource ","If the Field is affected by an Psychic Attack or the Weather is Mystical, Expanding Force may increase its Burst Range by up to +2. Smite"
Extrasensory_pte,EOT,/,Psychic,2d8+10 ,Spec,"3, 1 Target","Sureshot."
Force Dash,EOT,2,Psychic,2d6+8 ,Phys,"Melee, 1 Target, Dash","On a roll of 17+, the Target becomes Dazed. If the Dash Keyword is Activated, Force Dash has the Pass Keyword."
Force Punch,At-Will,3,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Punch","On a roll of 17+, the Target becomes Dazed."
Future Sight_pte,Scene x2,/,Psychic,3d12+10 ,Spec,"10, 1 Target, Priority","Future Sight must be declared as a Priority Action at the start of a Round, choosing the Target but not resolving the Attack. At the end of the Round, the Attack is resolved, even if the user is Fainted. If the Target would faint between then, this Attack does not resolve. Sureshot "
Gravity_pte,Scene x2,5,Psychic,,Status,"Burst 3, Versatile","All Targets become Slowed. While Slowed this way, they cannot use the Flier Capability and Ground Type Immunity as a result of the Flying Type is ignored, being treated as Neutral Effectiveness instead. Friendly."
Guard Split_pte,Scene x2,/,Psychic,,Status,"3, 1 Target","The Target's Defense and Special Defense CS are set to half their current CS Value (Rounded Down). Sureshot"
Guard Swap_pte,Scene x2,/,Psychic,,Status,"5, 1 Target, Swift Action","The user and the Target trade CS values for the Defense Stat, and then for the Special Defense Stat. Sureshot."
Heal Block_pte,EOT,4,Psychic,,Status,"6, 1 Target, Versatile","The Target gains a Heal Mark. Combatants with a Heal Mark cannot restore Hit Points or Temporary Hit Points from any source."
Heal Pulse_pte,Scene x2,/,Psychic,,Status,"6m, 1 Target, Aura, Healing, Versatile","The Target restores 5 Ticks of Hit Points. If the Weather is Mystical, this may also be used as if it were Burst 1."
Heart Stamp_pte,EOT,2,Psychic,2d6+8 ,Phys,"Melee, 1 Target","On a roll of 17+, the Target becomes Entranced. If the Target is Entranced, this has the Sureshot Keyword."
Hypnosis_pte,Scene x2,5,Psychic,,Status,"4, 1 Target, Versatile","On a Hit, the Target becomes Drowsy. If the Target is Adjacent to the user, instead of an Accuracy Check you may perform an opposed Focus Check and if you succeed, they're hit by this Attack."
Imprison_pte,Scene x2,/,Psychic,,Status,"3, 1 Target, Versatile","The Target becomes Trapped and Suppressed. Sureshot."
Instruct_pte,Scene x2,/,Psychic,,Status,"Melee, 1 Target, Full Action","The Target immediately reuses the attack it performed last, ignoring frequency, as a Reaction. They may choose new Targets for the Attack. Instruct may not be used if the Target's last Attack was a Set-Up Attack, a Trigger Attack, or Instruct."
Kinesis_pte,Scene x2,/,Psychic,,Status,"3, 1 Target, Trigger","Kinesis can only be used as a Swift Action + Reaction if the user or an Ally within 3m is about to be hit by a 1-Target Ranged Attack. The Triggering Attack receives an Accuracy Penalty equal to double your Tier Level. This may cause the Attack to miss instead. Sureshot."
Light Screen_pte,Scene x2,/,Psychic,,Status,"Blessing, Versatile","Blessing – Any user affected by Light Screen may activate it as a Free Action when receiving Special Damage to resist the Damage one step. Light Screen may be Activated 2 times, and then disappears."
Lumina Crash_pte,EOT,6,Psychic,2d8+10 ,Spec,"Close Blast 2","Lower the Targets’ Special Defense by -2 CS. On a hit and roll of 18+, Targets become Blinded until the end of their next Turn. Spirit Surge"
Magic Coat_pte,Scene x2,/,Psychic,,Status,"Melee, 1 Target or Self; Coat","The Target gains a Magic Coat. Status Attacks that target Combatants with a Magic Coat suffer a -6 Penalty to Accuracy. The Magic Coat can be expended as a Reaction when hit with a Special Attack to reduce it by one damage step."
Magic Powder_pte,Scene x2,4,Psychic,,Status,"6, Ranged Blast 2, Hazard, Versatile","All Targets hit by this Attack become have a -2 Penalty to their next Save Check.Powder Hazards may then be set on the spaces in the range of this Attack until the end of the next Round. Whenever an Enemy triggers this Hazard they get a -2 Penalty to their next Save Check. 

Powder Hazard - Whenever an Enemy passes through or ends their turn on a Powder Hazard the Effect listed is applied. Users with the Breathless Capability ignore this Hazard."
Magic Room_pte,Scene,/,Psychic,,Status,"Field, Versatile","The area becomes Magical until you Faint. While Magical, all Save Checks suffer a -2 Modifier and whenever a Mental Affliction is gained it cannot be cured by the afflicted combatant's next Save Check."
Meditate_pte,Scene x2,/,Psychic,,Status,"Self, Full Action, Healing; or Self, Movement Action, Healing","The user is cured of all Mental Afflictions if used as a Full Action. If used as a Movement Action the user is cured of a single Mental Affliction."
Mental Boost,Scene x2,/,Psychic,,Status,"Self, Full Action","The user gains +3 CS in Special Attack or Special Defense. This cannot be used if the user has a Mental Affliction"
Migraine,Scene,5,Psychic,3d8+10 ,Spec,"6, 1 Target","On a roll of 15+, the Target becomes Dazed. If the Target has a Mental Affliction, this Effect Range automatically Triggers. Spirit Surge."
Mind Crush,Scene x2,5,Psychic,2d8+10 ,Phys,"10, 1 Target","For every Mental Affliction the Target has, add +4 to Mind Crush's Damage Base (Max DB 20)"
Mind Flay,Scene x2,5,Psychic,3d12+10 ,Phys,"8, 1 Target","Mind Flay is a Critical Hit on a roll of 18+. This is extended by +2 if the Target has a Mental Affliction. Smite"
Miracle Eye_pte,Scene x2,/,Psychic,,Status,"Self, Movement Action","Until the end of the user's Turn, they ignore Special Evasion and whenever they use a Psychic Attack against a Dark Type Pokemon, it is treated as Neutral Effectiveness instead of Immune."
Mirror Coat_pte,Scene x2,/,Psychic,,Status,"6, 1 Target, Trigger","Mirror Coat can only be used as a Standard Action + Reaction whenever you’re hit with a Damaging Special Attack from an Enemy in Range. After the Triggering Attack is resolved, if the user isn’t Fainted, perform this Attack against the Triggering Enemy. The Damage Base is equal to the Triggering Attack’s DB plus double your Tier Level. Sureshot"
Mystical Overload,Scene,5,Psychic,2d6+8 ,Spec,"Burst 1, Recoil 1/2, Set-Up","Charge Effect: If the user is below 50% Hit Points or has a Mental Affliction, they gain an additional Charge Token
Resolution Effect: For each Charge Token Expended, add +1 to the Burst Range or +2 to the DB. Smite"
Power Link,EOT,/,Psychic,,Status,"2, 1 Target","Power Link can only be used as a Reaction whenever an Ally within 2m hits a Damaging Attack. You may choose to either apply your corresponding Offensive Stat towards the Damage Calculations of that Attack instead of its user or grant it a Damage Bonus equal to your Tier Value. "
Power Split_pte,Scene x2,/,Psychic,,Status,"3, 1 Target","The Target's Attack and Special Attack CS are set to half their current CS Value (Rounded Down). Sureshot"
Power Swap_pte,Scene x2,/,Psychic,,Status,"5, 1 Target, Swift Action","The user and the Target trade CS values for the Attack Stat, and then for the Special Attack Stat. Sureshot."
Power Trick_pte,Scene x2,/,Psychic,,Status,"Self, Swift Action","The user's Attack stat and Defense stat or Special Attack and Special Defense are switched for the remainder of the encounter, or until the user is switched out or Fainted."
Psionic Boost,EOT,/,Psychic,,Status,"Self, Versatile","The user gains a Psionic Coat. The user may expend a Psionic Coat when successfully hitting an Psychic Damaging Attack to add its Damage Dice an extra time to the Damage Roll. This applies after any other Damage Base Modifiers such as a Critical Hit. 
Note: If the Damage Base would have the Attack be 2d6+8, this expended Coat turns it into 4d6+16. "
Psionic Bash,EOT,3,Psychic,2d10+10 ,Phys,"Melee, 1 Target, Dash","Psionic Bash may use either Attack or Special Attack as the Offensive Stat. If the Dash Keyword is Activated, this may also choose to use the higher of the the user's Defense or Special Defense as if it were the Offensive Stat. "
Psionic Surge,Scene x2,/,Psychic,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Psionic Surge may activate it as a Free Action when using a Psychic Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Psionic Surge may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Mystical."
Psybeam_pte,At-Will,3,Psychic,2d6+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Psy Bolt,At-Will,3,Psychic,1d8+6 ,Phys,"6, 1 Target","On a roll of 18+, the Target becomes Dazed. Smite"
Psychic_pte,EOT,4,Psychic,2d10+10 ,Spec,"5, 1 Target","On a roll of 15+, the Target loses -2 CS in Special Defense. Slide 2. Spirit Surge. *Grants Telekinetic. "
Psychic Fangs_pte,EOT,3,Psychic,2d10+10 ,Phys,"Melee, 1 Target, Bite","The Target cannot activate any Reactions or Blessings against this Attack."
Psychic Noise_pte,EOT,5,Psychic,2d6+10 ,Spec,"5, 1 Target or Close Blast 2; Sonic","Until the end of their next Turn, Targets hit by this Attack cannot gain Combat Stages."
Psychic Storm,Scene x2,/,Psychic,,Status,"Field, Versatile, Weather","The Field becomes Psionic for the next 5 Rounds. While the Field is Psionic, non Psychic Type Enemies lose a Tick of Hit Points at the start of their Turn and Psychic Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn. While the Field is Psionic, the Weather becomes Mystical."
Psychic Terrain_pte,Scene x2,/,Psychic,,Status,"Field, Versatile, Weather","The field becomes Weird for the next 5 Rounds. While the field is Weird, Priority Attacks and Reaction Attacks cannot be Triggered, and Psychic Type attacks ignore Speed Evasion. While the Field is Weird, the Weather may become Mystical."
Psycho Boost_pte,Scene,6,Psychic,4d10+10 ,Spec,"8, Ranged Blast 3, Full Action, Reckless","After Damage Calculations, lower the Offensive Stat used for this Attack by -2 CS. Smite"
Psycho Cut_pte,EOT,3,Psychic,2d6+10 ,Phys,"6, 1 Target","Psycho Cut is a Critical Hit on a roll of 18+."
Psycho Shift_pte,Scene x2,/,Psychic,,Status,"6, 1 Target, Healing","The user is cured of a Status Affliction and the Target is given that Status Affliction. Psycho Shift can only be used if the Target does not have the bestowed Affliction and is not Immune to it. Sureshot."
Psycho Slash,Scene x2,6,Psychic,3d10+10 ,Phys,"Melee, Pass, Dash","Psycho Slash is a Critical Hit on a roll of 18+. If the Dash Keyword is Activated, this has the Sureshot Keyword."
Psyshock_pte,At-Will,4,Psychic,2d8+10 ,Spec,"4, 1 Target","During Damage Calculations, Targets hit by this Attack use their Defense instead of Special Defense when subtracting from the Damage Roll. "
Psywave_pte,EOT,5,Psychic,,Spec,"Close Blast 2 or Burst 1","X is equal to 3 + double your Tier Level. Slide 1 (Away)"
Reflect_pte,Scene x2,/,Psychic,,Status,"Blessing, Versatile","Blessing – Any user affected by Reflect may activate it as a Free Action when receiving Physical Damage to resist the Damage one step. Reflect may be Activated 2 times, and then disappears."
Rest_pte,Scene x2,/,Psychic,,Status,"Self, Healing","The user becomes Drowsy and is cured of all of their other Afflictions. When the Drowsy Affliction is cured, the user restores 5 Ticks of Hit Points. If the user was Drowsy for at least two of their Turns, they instead are reset to Full HP. This cannot be used if the user is Immune to the Drowsy Affliction. "
Role Play_pte,Scene,/,Psychic,,Status,"Melee, 1 Target, Swift Action","The user loses one of their Abilities, then gains one Ability that the Target knows. Both Abilities are chosen at Random and revert when the user is recalled or faints. Boss Abilities or Innate Abilities cannot be gained or lost this way, nor can this be used if the user does not have a legal Ability to lose. Sureshot."
Skill Swap_pte,Scene x2,5,Psychic,,Status,"Melee, 1 Target, Swift Action","When this Attack hits, choose one of your Abilities to lose, then the controller of the Target chooses an Ability for them to lose. Both Targets gain Ability that the other lost for the remainder of the Scene. Boss Abilities cannot be chosen via Skill Swap."
Speed Swap_pte,Scene x2,/,Psychic,,Status,"Melee, 1 Target, Swift Action","The user and the Target trade Speed CS Values. Sureshot"
Stored Power_pte,Scene x2,3,Psychic,1d8+6 ,Spec,"10, 1 Target, Set-Up","Charge Effect: You may lose any number of Positive CS to gain one more Charge Token per 2 CS lost this way. 
Resolution Effect: For each Charge Token expended, increase the DB of this Attack by +2 and the Crit Range by +1. Smite"
Telekinesis_pte,Scene x2,3,Psychic,,Status,"4, 1 Target, Versatile","The AC of this Attack is increased by 3 if the Target is Weight Class 5+. The Target gains a Lifted Mark. While Lifted, they are Vulnerable and cannot move through their own Actions. As a Movement Action, Lifted Combatants can perform a Focus Check opposed by your Focus and if they win, they have the Lifted Mark removed. Each time they would fail this Check, they gain +2d6 to their next Focus Check to cure this (+2d6 then +4d6...)
*Grants Telekinetic"
Teleport_pte,Scene x2,/,Psychic,,Status,"Self, Shield, Trigger","If the user is hit by a non Adjacent Attack, the user may use Teleport as a Standard Action + Reaction. The Triggering Attack misses the user. After this resolves, the user must Teleport to any unoccupied space within 3m. *Grants Teleporter"
Trick_pte,Scene x2,/,Psychic,,Status,"5, 1 Target, Versatile","You may perform a Disarm, Distract, Hinder, Push or Trip Maneuver against the Target, ignoring Range, as a Free Action. The Maneuver Automatically hits and you automatically pass the Opposed Check. This cannot Target the same Enemy more than once per Scene. Sureshot."
Trick Room_pte,Scene,/,Psychic,,Status,"Field, Versatile","For the next 3 Rounds, whenever a Combatant would gain a positive Modifier or increase CS, it becomes a Penalty instead or they lose the same amount of CS instead. If they would lose CS or gain a Penalty, it becomes a bonus instead or they gain the same amount of CS instead. "
Twin Beam_pte,EOT,6,Psychic,1d8+8 ,Spec,"6, 2 Targets; or 6, 1 Target","Twin Beam may deal Normal Type Damage if the user wishes. If Twin Beam has 1 Target, it has the Double Strike Keyword."
Wonder Room_pte,Scene,/,Psychic,,Status,"Field, Versatile","for the next 5 Rounds, the area is considered Wondered. While Wondered, when a combatant deals damage with an attack they may choose if that damage is Physical or Special."
Zen Headbutt_pte,EOT,3,Psychic,2d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, you may choose which Stat the Target applies towards calculating Damage for this Attack, between Defense or Special Defense."
Accelerock_pte,At-Will,2,Rock,1d8+6 ,Phys,"Melee, 1 Target, Priority ","--"
Ancient Power_pte,EOT,3,Rock,2d6+8 ,Spec,"6, 1 Target","This Attack has a +1 bonus to Accuracy for each Stat the user has Positive CS in. If the user has 3+ CS in any Stat, this may be used as if its Range were 6, Ranged Blast 2, instead."
Ancient Strike,EOT,3,Rock,2d10+10 ,Phys,"Melee, Dash, Recoil 1/3","On a roll of 19+, the user gains +1 CS in all Stats. When the Dash Keyword is Activated, this Effect Range is increased by +3. Smite"
Crystal Cyclone,Scene x2,6,Rock,3d8+10 ,Spec,"8, Ranged Blast 3, Full Action","After this Attack resolves, create a Zone within the Range of this Attack. Enemies are Vulnerable against Rock Type Attacks while they’re within this Zone. Unless the Weather is Sandstorm, the Zone lasts until you use a Reaction, use an Attack or Faint. Spirit Surge"
Crystal Daggers,EOT,6,Rock,1d8+8 ,Spec,"6, 1 Target; or 6, 2 Targets","If this Attack only has one Target, it has the Double Strike Keyword. "
Crystal Prison,Scene x2,4,Rock,3d8+10 ,Spec,"3, 1 Target","The Target becomes Trapped. You may destroy two Stealth Rock Hazards within 5m of the Target to make this Attack gain the Spirit Surge Keyword. Smite"
Crystal Rupture,EOT,5,Rock,2d6+8 ,Spec,"Burst 1, Groundsource","If the Target is on a Hazard or Rough Terrain, Crystal Rupture has the Sureshot Keyword."
Crystalize,EOT,/,Rock,,Status,"Self or Melee, 1 Target; Versatile","The Target gains +2 CS in Defense. The Target also gains DR equal to your Tick Value until the end of your next Turn."
Diamond Dust,Scene x2,/,Rock,,Status,"Blessing, Versatile, Weather","Blessing - Any user affected by Diamond Dust may activate it as a Free Action when using a Rock Type Damaging Attack to grant it the Smite Keyword. If the Attack hits, it hits, it is also increased by one damage step. (Max 1.5x Effectiveness). Diamond Dust may be Activated 3 times and then disappears. While this Blessing persists, the Weather becomes Sandstorm."
Fossilize,Scene x2,/,Rock,,Status,"Melee, 1 Target, Versatile, Coat","The Target gains a Fossilized Coat. While affected by a Fossilzed Coat, the affected Ally may use the user's Defense Stat when calculating Damage or Evasion against Physical Attacks. As a Reaction, you may reduce the damage effectiveness of a Physical Attack by one step, then after the Attack resolves, the Fossilized Coat is expended. "
Geode Beam,EOT,4,Rock,2d10+10 ,Spec,"6, 1 Target","On a roll of 18+, the Target becomes Wounded. Smite"
Gleaming Ore,EOT,6,Rock,2d8+10 ,Spec,"Close Blast 2","If the Weather is Sandstorm or on a Miss, the Target has a -2 Penalty to Accuracy until the end of their next Turn. Spirit Surge"
Head Smash_pte,Scene,5,Rock,4d10+20 ,Phys,"Melee, 1 Target, Full Action, Dash, Recoil 1/3","If the Dash Keyword is Activated, the Target cannot apply Physical Evasion against this Attack. Slide 3 (Away)."
Meteor Beam_pte,Scene,5,Rock,3d8+10 ,Spec,"8, Ranged Blast X, Set-Up","Charge Effect: If the Weather is Rainy, you cannot use this Charge Effect. If the Weather is Sandstorm, you instead gain 2 Charge Tokens. 
Resolution Effect: X is equal to 1 plus the number of Charge Tokens you expend. Smite"
Meteor Shower,Scene x2,6,Rock,3d8+10 ,Spec,"8, Ranged Blast 3, Full Action","After the Attack's Resolution, you may create a 3x3 Zone in the Range of the Attack. At the end of each subsequent Round, you must use Meteor Shower against all Combatants in this Zone as a Free Action, but they resist it an additional damage step. You may remove the Zone as a Swift Action. Spirit Surge. Smite"
Power Gem_pte,At-Will,4,Rock,2d8+10 ,Spec,"6, 1 Target","If the Weather is Sandstorm, this ignores Special Evasion."
Rock Blast_pte,EOT,5,Rock,1d8+6 ,Phys,"6, 1 Target","If Rock Blast hits at least 4 times, the Target becomes Wounded. Five Strike"
Rock Polish_pte,EOT,/,Rock,,Status,"Self, Versatile","Choose two different Effects to apply to the user: The user gains +2 CS in Defense. The user gains +2 CS in Speed. The user is cured of a Physical Affliction."
Rock Slide_pte,Scene x2,6,Rock,2d8+10 ,Phys,"6, Ranged Blast 3, Full Action","If the user is in Mountain or Cave Terrain, Rock Slide has the Sureshot Keyword. Smite"
Rock Throw_pte,At-Will,3,Rock,1d8+8 ,Phys,"6, 1 Target","Smite"
Rock Tomb_pte,EOT,3,Rock,2d6+10 ,Phys,"6, 1 Target","The user may choose up to 3 unoccupied spaces adjacent to the Target to create [Breakable - Fragile] Blocking Terrain in. Spirit Surge"
Rock Wrecker_pte,Scene,5,Rock,4d10+20 ,Phys,"4, 1 Target, Full Action","Rock Wrecker cannot be resisted outside of the Smite Keyword. If the Target is Small, this has the Sureshot Keyword. Unstoppable. Smite"
Rollout_pte,At-Will,5,Rock,1d8+8 ,Phys,"Melee, Pass, Dash","The user gains 2 Rolled Counters. The user has a bonus to Damage Base for their Dash Attacks equal to their Rolled Counters. While they have Rolled Counters, they do not trigger Attacks of Opportunity when moving. The user loses all Rolled Counters if they miss a Dash Attack. Spirit Surge."
Sandstorm_pte,Scene x2,/,Rock,,Status,"Field, Versatile, Weather","The Field becomes Sandstorming for the next 5 Rounds. While the Field is Sandstorming, non Ground or Rock Type Enemies lose a Tick of Hit Points at the start of their Turn and Ground and Rock Type Pokemon gain a Tick of Temporary Hit Points at the start of their Turn. While the Field is Sandstorming, the Weather becomes Sandstorm."
Salt Cure_pte,Scene x2,3,Rock,2d6+10 ,Phys,"3, 1 Target","On a roll of 17+, the Target becomes Wounded. If the Target is Steel or Water Type, this Effect Range automatically triggers."
Smack Down_pte,Scene x2,3,Rock,2d6+10 ,Phys,"8, 1 Target","The Target loses the Flier Capability until the end of the Scene and is no longer Immune to Ground Type Attacks if applicable (Becoming Neutral Effectiveness). These Effects can be removed by the Target if they use both a Swift and Movement Action. On a roll of 16+, the Target becomes Tripped. Spirit Surge"
Stealth Rock_pte,Scene x2,/,Rock,,Status,"6, Hazard, Swift Action","Choose 6 Spaces within the Range of this Attack to create Stealth Rock Hazards in, such that all 6 Spaces are Adjacent to at least one other Stealth Rock Hazard.

Stealth Rock Hazard - Spaces with Stealth Rock Hazards are treated as Rough Terrain. Any Enemy that would move through a space this Hazard occupies or is adjacent to loses a Tick of Hit Points, then this Hazard is destroyed. If the Triggering Enemy would be Weak to Rock Type Attacks, they lose Two Ticks."
Stone Axe_pte,Scene x2,6,Rock,2d8+10 ,Phys,"Line 4 ","On an Even Roll, all Targets become Vulnerable until the end of the next Round. On an Odd Roll, all Targets become Wounded. Smite"
Stone Edge_pte,EOT,4,Rock,3d8+10 ,Phys,"8, 1 Target ","Stone Edge is a Critical Hit on a roll of 17+. Smite"
Stone Pillar,Scene x2,6,Rock,2d10+10 ,Phys,"4, Ranged Blast 2, Groundsource","After this Attack resolves, as a Swift Action, the user may create a [Fragile - Breakable] Blocking Terrain any number of spaces within this Range. Slide 2, Smite. Spirit Surge. *Grants Groundshaper"
Stygian Stone,At-Will,3,Rock,1d8+6 ,Spec,"4, 1 Target","On a roll of 18+, the Target becomes Wounded. Smite"
Subterranean Strike,EOT,6,Rock,2d8+10 ,Phys,"3, 2 Targets, Full Action, Groundsource ","When using this Attack, you may use a Movement Action to treat this as having the Sureshot Keyword. *Grants Burrower"
Tar Blast,Scene,6,Rock,3d8+10 ,Spec,"8, 1 Target or Close Blast 2","All Targets gain a Tar Coat. A Tar Coat is automatically expended upon being hit with a Fire Type attack in order to increase it by one damage step. (Max 1.5x Effectiveness) Spirit Surge."
Tar Shot_pte,Scene x2,5,Rock,,Status,"Close Blast 3, Versatile","All Targets gain a Tar Coat. While a Combatant has a Tar Coat, they are Slowed. A Tar Coat is automatically expended upon being hit with a Fire Type attack in order to increase it by one damage step. (Max 1.5x Effectiveness)"
Terra Burst,Scene x2,6,Rock,2d6+10 ,Phys,"Burst 2, Full Action, Groundsource","After Terra Burst is resolved, you may place 4 Stealth Rock Hazards on any unoccupied space within the range of this Attack. This effect can only occur once per Scene. Spirit Surge.

Stealth Rock Hazard - Spaces with Stealth Rock Hazards are treated as Rough Terrain. Any Enemy that would move through or move within 1m of this Hazard loses a Tick of Hit Points, then this Hazard is destroyed. If the Triggering Enemy would be Weak to Rock Type Attacks, they lose Two Ticks."
Terra Charge,At-Will,2,Rock,1d8+6 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, this Attack has the Smite Keyword. Slide 2 (Away)."
Wide Guard_pte,Scene x2,/,Rock,,Status,"Burst 1, Shield, Trigger","If an Ally adjacent to the user is hit by a Physical Attack, you may use Wide Guard as a Reaction. All Targets adjacent to Wide Guard’s user, may use the user's Defense when resolving Damage Calculations."
Anchor Shot_pte,EOT,3,Steel,2d8+10 ,Phys,"Melee, 1 Target","The Target becomes Trapped. Spirit Surge"
Alloy Beam,At-Will,3,Steel,1d8+6 ,Spec,"4, 1 Target","The user may also use their Attack Stat as if it were the Offensive Stat when resolving this Attack."
Autotomize_pte,EOT,/,Steel,,Status,"Self, Swift Action","Choose two Stats other than HP. One of the chosen Stats is lowered to +0 CS, then the other chosen Stat gains CS equal to the amount of CS lowered this way. The user’s Weight Class is lowered to 1 for the rest of the Scene."
Bullet Punch_pte,At-Will,2,Steel,1d8+6 ,Phys,"Melee, 1 Target, Priority, Punch","--"
Execution,Scene x2,3,Steel,2d6+10 ,Phys,"Melee, 1 Target","If the Target’s Hit Points are under 50% or are Wounded, Execution is automatically a Critical Hit"
Ferrous Flash,Scene x2,6,Steel,3d12+10 ,Spec,"Close Blast 2, Full Action","Ferrous Flash lowers the Accuracy of all Targets by -1."
Flash Cannon_pte,EOT,4,Steel,2d8+10 ,Spec,"6, 1 Target, Set-Up","Charge Effect: The user may use a Movement Action as well as a Swift Action to gain 2 Charge Tokens instead. 
Resolution Effect: This Attack may ignore the Set-Up Keyword if desired and be used without expending Charge Tokens. If you expend a Charge Token when using Flash Cannon, the Range becomes Line X, where X is the number of Charge Tokens expended multiplied by 3. Smite"
Gear Grind_pte,EOT,4,Steel,1d8+8 ,Phys,"Melee, 1 Target","Double Strike."
Gear Up_pte,Scene x2,/,Steel,,Status,"Self, Versatile","The user may swap as many of their Stat Combat Stage Values as they wish. Then, any Stats with Negative CS are raised to its Default Value."
Gigaton Strike,EOT,7,Steel,4d10+15 ,Phys,"Close Blast 3, Full Action, Reckless","Until the end of the next Round, all Attacks against the user automatically hit and cannot be resisted by any means. Smite"
Gyro Ball_pte,Scene x2,3,Steel,2d8+10 ,Phys,"Melee, 1 Target, Dash","If the Dash Keyword is Activated, this Attack ignores Speed Evasion."
Heavy Slam_pte,EOT,3,Steel,1d8+6 ,Phys,"Melee, 1 Target ","For each weight class the user is above the Target, increase Heavy Slam's Damage Base by +2."
Inertial Throw,EOT,3,Steel,2d6+8 ,Spec,"6, 1 Target","The user may Slide the Target a number of Meters equal to 6 minus their Weight Class."
Iron Blade,EOT,6,Steel,2d10+10 ,Phys,"Melee, Pass, Dash","Iron Blade is a Critical Hit on a roll of 18+, or a 16+ if the Dash Keyword is Activated."
