Move,Freq,AC,Type,Roll,Dmg. Type,Range,Special Effect
Dizzy Punch,At-Will,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Dizzy Punch Confuses the target on 17+"
Double Hit,EOT,3,Normal,1d8+6 ,Phys,"Melee, 1 Target, Double Strike","None"
Double Slap,At-Will,4,Normal,1d6+3 ,Phys,"Melee, 1 Target, Five Strike","None"
Double-Edge,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","None"
Echoed Voice,EOT,2,Normal,1d8+6 ,Spec,"3, 1 Target, Sonic","If Echoed Voice was used by any pokémon orTrainer in the Encounter on the previous round, increaseits Damage Base by +4. If Echoed Voice was used byany pokémon or Trainers during both the previous tworounds, increase its Damage Base by +8."
Endeavor,Scene,2,Normal,,Phys,"Melee, 1 Target, Dash","The target loses a Tick of Hit Points for eachInjury the user has."
Explosion,Daily,2,Normal,6d12+60 ,Phys,"Burst 2","The user's Hit Points are set to -50% of their fullHit Point value. This Hit Point loss cannot be preventedor reduced in any way. The user's loyalty toward itstrainer may be lowered."
Extreme Speed,EOT,2,Normal,2d8+10 ,Phys,"Melee, 1 Target, Dash, Priority","None"
Fake Out,At-Will,2,Normal,1d8+6 ,Phys,"Melee, 1 Target, Priority","You may only use Fake Out with Priority uponjoining an encounter; if you do, Fake Out Flinches thetarget. Switching out resets the requirement of joiningan encounter."
False Swipe,At-Will,2,Normal,1d8+6 ,Phys,"Melee, Pass","False Swipe's damage cannot bring a target lowerthan 1 Hit Point."
Façade,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","If the user is afflicted with a Persistent StatusAffliction, Façade's Damage Base is doubled to DB 14(4d10+15 / 40)."
Flail,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","For each Injury the user has, Flail's Damage Baseis increased by +1."
Fury Attack,At-Will,4,Normal,1d6+3 ,Phys,"Melee, 1 Target, Five Strike","None"
Fury Swipes,EOT,5,Normal,1d6+5 ,Phys,"Melee, 1 Target, Five Strike","None"
Giga Impact,Daily x2,4,Normal,4d10+20 ,Phys,"Melee, 1 Target, Dash, Exhaust, Smite","None"
Head Charge,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target, Push, Recoil 1/3","The target is Pushed back 2 meters."
Headbutt,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Headbutt Flinches the target on 15+."
Hidden Power,EOT,2,Normal,2d6+8 ,Spec,"Burst 1","When a pokémon first obtains the Move HiddenPower, roll 1d20. Hidden Power's Elemental Type willbe changed from Normal to Bug on a result of 1; Darkon 2; Dragon on 3; Electric on 4; Fairy on 5; Fightingon 6; Fire on 7; Flying on 8; Ghost on 9; Grass on 10;Ground on 11; Ice on 12; Normal on 13; Poison on 14;Psychic on 15; Rock on 16; Steel on 17; Water on 18; andon 19 or 20, reroll until you roll another number. Thiseffect is permanent if Hidden Power is forgotten andrelearned, the chosen Type remains the same."
Horn Attack,At-Will,2,Normal,2d6+10 ,Phys,"Melee, 1 Target, Dash","None"
Hyper Beam,Daily x2,4,Normal,4d10+20 ,Spec,"10, 1 Target, Exhaust, Smite","None"
Hyper Drill,Scene x2,2,Normal,3d8+10 ,Phys,"Melee, 1 Target, Smite",""
Hyper Fang,At-Will,4,Normal,2d8+10 ,Phys,"Melee, 1 Target","Hyper Fang Flinches the target on 19+"
Hyper Voice,Scene x2,2,Normal,2d10+10 ,Spec,"Close Blast 3, Sonic, Smite","All Legal Targets are pushed back to the squaresimmediately outside the blast, away from the user."
Judgment,Daily,2,Normal,3d8+10 ,Spec,"6, Ranged Blast 3, Smite","Judgment's Type can be whatever ElementalType the user wants it to be."
Last Resort,At-Will,2,Normal,4d10+15 ,Phys,"Melee, 1 Target, Dash","Last Resort can only be used after the user hasperformed 5 other different Moves in its Move Listduring a single fight, without being switched out."
Mega Kick,Scene x2,6,Normal,3d12+10 ,Phys,"Melee, 1 Target, Dash, Push, Smite","The target is Pushed 2 meters."
Mega Punch,At-Will,4,Normal,2d8+10 ,Phys,"Melee, 1 Target","None"
Multi-Attack,Scene x2,2,Normal,3d12+10 ,Phys,"Melee, 1 Target","Multi-Attack is the same Type as the MemoryDisc, Plate, or Drive Item held."
Natural Gift,Scene,2,Normal,,Phys,"6, 1 Target, Berry","Refer to the Move Keywords Berry list. NaturalGift deals damage according to the Berry list and NaturalGift's Type is also defined there. The Berry's DigestionBuff is nullified and is not used."
Nature Power,EOT,See effect,Normal,,Status,"See Effect","Nature Power uses a Move defined by theEnviron keyword."
Pay Day,Daily,2,Normal,1d8+6 ,Phys,"Cone 2","Pay Day scatters metal coins equal in value to1d8 times the user's level. If it is a trainer battle, thewinner of the battle gets to pick up the coins."
Population Bomb,Scene,3,Normal,1d6+3 ,Phys,"2, 1 Target",""
Pound,At-Will,2,Normal,1d8+6 ,Phys,"Melee, 1 Target","None"
Present,EOT,3,Normal,,Phys,"4, 1 Target","Roll 1d6; Present has a Damage Base equalto twice the result. On a result of 1, instead of takingdamage, the target gains 20 Hit Points."
Quick Attack,At-Will,2,Normal,1d8+6 ,Phys,"Melee, 1 Target, Priority","None."
Rage,At-Will,2,Normal,1d6+3 ,Phys,"Melee, 1 Target, Spirit Surge","The user becomes Enraged. Until the end of theuser's next turn, if the user is Enraged, the user gains +1Attack Combat Stage whenever they are damaged by anDamaging Move or Attack."
Raging Bull,EOT,2,Normal,2d10+10 ,Phys,"Melee, Dash, Pass",""
Rapid Spin,At-Will,2,Normal,1d6+3 ,Phys,"Melee, 1 Target, Spirit Surge","Rapid Spin destroys all Hazards within 5 meters,removes Leech Seeds, and removes the user's Trappedor Stuck status."
Razor Wind,EOT,2,Normal,2d8+10 ,Spec,"","10, 3 Targets, Set-Up"
Relic Song,Scene,2,Normal,3d6+10 ,Spec,"Burst 3, Friendly, Sonic","All Legal Targets fall Asleep on 16+. As long asMeloetta knows Relic Song, it may change between AriaForm and Step Form as a Swift Action when using RelicSong, or as a Standard Action otherwise. Both Aria andStep Form must be statted with the same HP Stat."
Retaliate,Scene x2,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Retaliate's Damage Base is doubled to DB 14(4d10+15 / 40) if an ally has been Fainted by a DamagingMove used by the Target in the last 2 rounds of Combat."
Return,At-Will,2,Normal,,Phys,"Melee, 1 Target","Return's Damage Base is equal to 3 plus the user'sLoyalty Value."
Revelation Dance,EOT,2,Normal,2d10+10 ,Spec,"6, 1 Target","Revelation Dance is the same Type as theuser's primary Type (the first one listed in thePokédex). Revelation Dance deals +5 Bonus Damagefor every other Dance Move used by the user thisround, to a maximum of +15."
Round,EOT,2,Normal,,Spec,"Burst 1, Sonic","Round's Damage Base is equal to 6, plus +2more for each previous use of Round by any Trainer orpokémon this round, up to a maximum of DB12."
Scratch,At-Will,2,Normal,1d8+6 ,Phys,"Melee, Pass","None"
Secret Power,At-Will,2,Normal,2d6+10 ,Spec,"4, 1 Target, Environ","Secret Power's effect depends on Environ. SecretPower's effect activates on 17+."
Self-Destruct,Daily,2,Normal,6d12+35 ,Phys,"Burst 3","The user's Hit Points are set to -50% of their fullHit Point value. This Hit Point loss may not be preventedor reduced in any way. The user's loyalty toward itstrainer may be lowered."
Skull Bash,Scene x2,2,Normal,4d10+10 ,Phys,"","Melee, 1 Target, Dash, Push, Set-Up"
Slam,At-Will,6,Normal,2d8+10 ,Phys,"Melee, 1 Target, Dash","Slam may be used as a Free Action at the end ofa Sprint Maneuver taken as a Standard Action, as longas the user Shifted at least 3 meters in a straight linetowards the target. When used this way, Slam gains theSmite keyword."
Slash,EOT,2,Normal,2d6+10 ,Phys,"Melee, Pass","Slash is a Critical Hit on 18+."
Smelling Salts,Scene x2,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","If the target is Paralyzed, Smelling Salt's DamageBase is doubled to 14 (4d10+15 / 40), and cures thetarget of Paralysis."
Snore,EOT,2,Normal,1d8+8 ,Spec,"Burst 1, Sonic","Snore Flinches all legal targets on 15+. Snoremay only be used by Sleeping users."
Sonic Boom,EOT,6,Normal,,Spec,"8, 1 Target","onic Boom causes the target to lose 15 HitPoints. Sonic Boom is Special and interacts with othermoves and effects as such ( Special Evasion may beapplied to avoid it, Mirror Coat can reflect it, etc. )"
Spike Cannon,EOT,4,Normal,1d6+5 ,Phys,"6, 1 Target, Five Strike","None"
Spit Up,Scene,2,Normal,,Spec,"4, 1 Target","For each Stockpiled Count the user has, SpitUp's Damage Base is increased by +8. If the user has noStockpiled count, Spit Up cannot be used."
Stomp,EOT,2,Normal,2d6+10 ,Phys,"Melee, 1 Target","Stomp Flinches the target on 15+. If the target isat least one size category smaller than the user, Stompdeals an additional 10 damage."
Swift,EOT,/,Normal,2d6+8 ,Spec,"8, Ranged Blast 2, Friendly","Swift cannot Miss."
Tackle,At-Will,2,Normal,1d8+8 ,Phys,"Melee, 1 Target, Dash, Push","The target is pushed 2 Meters."
Tail Slap,EOT,4,Normal,1d6+5 ,Phys,"Melee, 1 Target, Five Strike","None"
Take Down,EOT,5,Normal,2d10+10 ,Phys,"Melee, 1 Target, Dash, Recoil 1/3","You may perform a Trip Maneuver against thetarget as a Free Action."
Techno Blast,Scene,2,Normal,3d12+10 ,Spec,"6, Ranged Blast 2","Techno Blast's Type can be any Type whileholding the appropriate Drive item or Plate item."
Tera Blast,EOT,2,Normal,2d8+10 ,See Effect,"8, 1 Targetull becomes Fighting-Type if the user is CombatWater-Type if the user is Aqua Breed.Pokemon that has not yet been recalled or 1etting them to 20 Hit Points. Move FrequenciesPoints, then the user is replaced by anotherint loss cannot be prevented in any way. Thewhich has Hit Points equal to 1/4th of the user'sove or attack, instead the Substitute gets hit.bstitute. The Substitute is immune to Statuscial or Sonic keywords completely ignore andbeen destroyed, the replacement may be hit ass less than 1/4 of their full Hit Points. Shed Tailed.",""
Terrain Pulse,EOT,2,Normal,3d12+10 ,Spec,"Close Blast 3","If the user is under the effects of a Terrain,Terrain Pulse has a Damage Base of 10 (3d8+10 / 24).In addition, Terrain Pulse becomes the Type thatcorresponds with the Move that creates that Terrain.(For example, if in Misty Terrain, it would becomeFairy Type.) If the user is under the effects of multipleTerrains, choose one to affect this Move."
Thrash,Scene x2,3,Normal,3d12+10 ,Phys,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enragedand Confused."
Tri Attack,EOT,2,Normal,2d8+10 ,Spec,"6, 1 target","Tri Attack gives the target a Status ailment on17+ during Accuracy Check. If this effect is triggered,roll 1d3; on 1 the target is Paralyzed; on 2 the target isBurned; on 3 the target is Frozen."
Trump Card,EOT,2,Normal,2d6+8 ,Spec,"6, 1 Target","Whenever Trump Card is used, the user gains aTrump Count after the attack is resolved. Trump Card’sDB is increased by +2 for each Trump Coun"
Uproar,EOT,2,Normal,1d8+8 ,Spec,"Burst 1, Spirit Surge, Sonic","All pokémon and Trainers within 5 meters of theuser are cured of sleep."
Weather Ball,EOT,2,Normal,1d8+8 ,Spec,"8, 1 Target","If it is Sunny, Weather Ball is Fire-Type. If itis Rainy, Weather Ball is Water-Type. If it is Hailing,Weather Ball is Ice-Type. If it is Sandstorming, WeatherBall is Rock-Type. When a weather effect is on the field,Weather Ball has a Damage Base of 10 (3d8+10 / 24). Ifthere are multiple Weather Effects on the field, chooseone type for Weather Ball to be that corresponds withan existing Weather Effect."
Wring Out,Scene x2,2,Normal,3d12+10 ,Spec,"Melee, 1 Target","For every 10% the target is below their full HitPoints, Wring Out's Damage Base is reduced by 1."
Acupressure,EOT,2,Normal,,Status,"Melee, 1 Target or Self","Roll 1d6. On a result of 1, raise the target's Attack2 Combat Stages. On a result of 2, raise the target'sDefense 2 Combat Stages. On a result of 3, raise thetarget's Special Attack 2 Combat Stages. On a result of 4,raise the target's Special Defense 2 Combat Stages. On aresult of 5, raise the target's Speed 2 Combat Stages. Ona result of 6, raise the target's Accuracy by +2."
After You,Scene x2,/,Normal,,Status,"6, 1 Target","After You is a Swift Action. The target takes theirturn for the round immediately after the user finishestheir turn, ignoring Initiative. After You may only affecta target that has not yet acted that round and can onlyaffect willing targets."
Assist,Scene x2,/,Normal,,Status,"Self","Randomly select another pokémon on the user'sroster and then randomly select a Move that pokémonknows. Assist's user uses that Move immediately."
Attract,Scene x2,2,Normal,,Status,"3, 1 Target, Social","Attract Infatuates the target if its gender is theopposite of the user's. Attract fails when used by oragainst Genderless targets."
Baton Pass,At-Will,/,Normal,,Status,"Self","The user is replaced with another pokémonfrom their trainer's roster. All Combat Stage, Coats, and[Stratagems] on Baton Pass' user are transferred to thereplacement. Baton Pass may be used to switch even ifthe user is Trapped."
Belly Drum,Scene,/,Normal,,Status,"Self","The user gains +6 Attack Combat Stages, andloses Hit Points equal to 1/2 of their Max Hit Points."
Bestow,At-Will,--,Normal,,Status,"Melee, 1 Target","The user gives its held item to the target, unlessthe target is already holding an item. Using Bestow is aSwift Action."
Bide,Scene,/,Normal,,Phys,"Burst 1, Friendly","The user may use Bide as a Reaction Moveupon being Hit by a Damaging Move. During theirnext available turn, the user may Shift and then useBide, causing all Adjacent foes to lose X HP, where Xis the amount of Damage taken since declaring use ofBide (Loss of life through effects such as Poison is not"Damage")."
Bind,Static,/,Normal,,Static,"","The user gains a +1 Bonus to Accuracy Rollsmade to initiate Grapple Maneuvers, and +2 to SkillChecks made to initiate Grapple Maneuvers or gainDominance. Whenever the user gains Dominance in aGrapple, the target of the Grapple loses a Tick of HitPoints."
Block,At-Will,2,Normal,,Status,"Melee, 1 Target","The target is Stuck and Trapped until thebeginning of your next turn."
Camouflage,EOT,/,Normal,,Status,"Self","The user changes their Type to match the field.Forests and grassy areas change the user into Grass-Type. Watery areas change the user into Water-Type.Caves and Mountains could change the user into Rock-Type or Ground-Type. An icy terrain would turn theuser into Ice-Type. A building may change the user intoSteel-Type or Normal-Type. Weather affects what Typethe user becomes. Use common sense, if you are havingdifficult determining what type the user should become,consult the GM."
Captivate,Scene,2,Normal,,Status,"Cone 2, Friendly, Social","Captivate lowers the target's Special Attack 2Combat Stages. Captivate may not affect somethingthat is the same gender as the user or something that isgenderless."
Confide,At-Will,2,Normal,,Status,"4, 1 Target, Social","The target's Special Attack is lowered 1 CombatStage."
Conversion,At-Will,/,Normal,,Status,"Self","The user becomes the elemental Type of theirchoice as long as they have a Move that is the sameelemental Type until the end of the encounter. Replaceall other Types."
Conversion2,At-Will,/,Normal,,Status,"Self","The user becomes the elemental Type of theirchoice as long as the Type resists the elemental Type ofthe Move it last took damage from until the end of theencounter. Replace all other Types."
Copycat,Scene x2,/,Normal,,Status,"4, 1 Target","Use the Move the target has used on their lastturn. You may choose new targets for the Move. Copycatcannot miss."
Court Change,Daily,/,Normal,,Status,"Field","All Blessings and Hazards swap which side thatthey belong to."
Defense Curl,At-Will,/,Normal,,Status,"Self","The user becomes Curled Up. While Curled Up,the user becomes immune to Critical Hits and gains 10Damage Reduction. However, while Curled Up, the useris Slowed and their Accuracy is lowered by -4. The usermay stop being Curled Up as a Swift Action. If the userhas Rollout or Ice Ball in their Move List, they do notbecome Slowed while Curled Up. Furthermore, whenusing the Moves Rollout or Ice Ball while Curled Up,the user gains a +10 bonus to the damage rolls of thoseMoves and does not suffer Accuracy Penalties frombeing Curled Up."
Disable,Scene,/,Normal,,Status,"1 Target, Trigger","Disable may be used as a Free Action that doesnot take up a Command whenever the user is hit by aMove. That Move becomes Disabled for the attacker."
Doodle,Scene,/,Normal,,Status,"Melee, 1 Target",""
Double Team,Scene,/,Normal,,Status,"Self, Illusion, Coat","The user gains 3 activations of Double Team.The user may either activate Double Team when beingtargeted by an attack to increase their Evasion by +2against that attack; or when making an attack to increasetheir Accuracy by +2 for that attack."
Encore,Scene x2,2,Normal,,Status,"4, 1 Target, Social","Roll 1d6. On a result of 1 or 2, the target becomesConfused; on a result of 3 or 4 the target becomesSuppressed; on a result of 5 or 6 the target becomesEnraged."
Endure,Daily,/,Normal,,Status,"Self, Reaction, Trigger","If the user is hit by a damaging Move, you mayuse Endure as a Free Action. If the Move would bringEndure's user down to 0 Hit Points or less, Endure's userinstead is set to 1 Hit Point."
Entrainment,Scene,2,Normal,,Status,"4, 1 Target","The target gains one of the user's Abilities for 3turns."
Feint,,Scene,Normal,,Status,"Trigger","If a foe uses a Move with the Shield Keyword inresponse to one of your actions, you may activate Feintto cause the triggering Move to Fail. Feint is activated asa Free Action."
Fillet Away,Scene,/,Normal,,Status,"Self",""
Focus Energy,At-Will,/,Normal,,Status,"Self","The user becomes Pumped. While Pumped,the user's Critical Range is extended by 2, or 18+ ifthe Critical Range is not otherwise extended. Beingswitched will cause this effect to end."
Follow Me,Scene,/,Normal,,Status,"Burst 5, Social","Until the end of the user's next turn, all Foesmust target the user when using a Move that targetstheir opponents. This effect ends if the user is Faintedor Switched out."
Foresight,Scene x2,/,Normal,,Status,"Self, Swift Action","Foresight may be activated as a Swift Actionon the user's turn. For the rest of the turn, the user'sNormal-Type and Fighting-Type Moves can hit andaffect Ghost-Type targets, and the user can see throughthe Illusion Ability, Moves with the Illusion keyword,and effects created by the Illusionist Capability, ignoringall effects from those."
Glare,Scene x2,2,Normal,,Status,"4, 1 Target, Social","Glare Paralyzes the target."
Growl,At-Will,2,Normal,,Status,"Burst 1, Friendly, Sonic, Social","Growl lowers all Legal Targets Attack 1 CombatStage."
Growth,EOT,/,Normal,,Status,"Self","Raise the user's Attack 1 Combat Stage and raisethe user's Special Attack 1 Combat Stage. If it is Sunny,double the amount of Combat Stages gained."
Harden,At-Will,/,Normal,,Status,"Self","Raise the user's Defense 1 Combat Stage."
Heal Bell,Scene,/,Normal,,Status,"Burst 3, Sonic","All targets are cured of any Persistent Statusailments."
Helping Hand,EOT,/,Normal,,Status,"4, 1 Target, Priority","Helping Hand grants the target +2 on their nextAccuracy Roll this round, and +10 to the next DamageRoll this round."
Hold Hands,Scene x2,/,Normal,,Status,"Melee, 1 Target","Both the user and the target become Cheered.They may give up the Cheered condition when makinga Save Check to roll twice and take the best result."
Horn Drill,Daily,6,Normal,,Phys,"","This Move automatically CriticallyHits targets at or below half of their Max HitPoints. After dealing damage, the targetbecomes Vulnerable for one full round."
Howl,At-Will,/,Normal,,Status,"Self","Raise the user's Attack 1 Combat stage."
Laser Focus,Scene x2,/,Normal,,Status,"Self","The next successful damaging attack made bythe user is automatically a Critical Hit."
Leer,At-Will,2,Normal,,Status,"Cone 2, Friendly, Social","All legal targets have their Defense lowered by 1Combat Stage."
Lock-On,At-Will,/,Normal,,Status,"10, 1 Target","The target is Locked-On. The next Move that theuser uses against the Target that requires an AccuracyCheck cannot miss. Lock-On's effect, on both the Userand Target, is passed on by Baton Pass."
Lovely Kiss,Scene x2,6,Normal,,Status,"6, 1 Target, Social","The target falls Asleep."
Lucky Chant,Scene,/,Normal,,Status,"Blessing","Effect:Blessing:Any user affected by Lucky Chantmay activate it when receiving a Critical Hit to cause theattack to instead deal damage as if it was not a CriticalHit. Lucky Chant may be activated 3 times, and thendisappears.:"
Me First,Scene,/,Normal,,Status,"Self, Trigger, Interrupt","If an opponent declares a Damaging Attackagainst the user, and Me First's user has a higher Speedstat then the target, the user may use Me First as anInterrupt. The User will then use the same Move thetriggering foe was about to use on that foe."
Mean Look,Scene,/,Normal,,Status,"6, 1 Target, Social","The user casts a foul spell on the target, causingit to become Trapped and Slowed for the remainder ofthe encounter."
Metronome,Scene x2,/,Normal,,Status,"Self","Metronome randomly uses any other Moveexcept for After You, Assist, Bestow, Copycat, Counter,Covet, Crafty Shield, Destiny Bond, Detect, Endure,Feint, Focus Punch, Follow Me, Helping Hand, King'sShield, Metronome, Me First, Mimic, Mirror Coat,Mirror Move, Protect, Quash, Quick Guard, RagePowder, Sketch, Sleep Talk, Snatch, Snore, Spiky Shield,Switcheroo, Thief, Transform, Trick, and Wide Guard.The GM helps to pick the random Move."
Milk Drink,Daily x2,/,Normal,,Status,"Melee, 1 Target","The target regains Hit Points equal to half of itsfull Hit Point value. The user may target themselveswith Milk Drink."
Mimic,Scene,/,Normal,,Status,"6, 1 Target","Choose a Move that the target has used duringthe encounter. For the remainder of the encounter, thatMove replaces Mimic on the user's Move List. Mimiccannot miss."
Mind Reader,Scene,/,Normal,,Status,"6, 1 Target","The target becomes Read to the user until theend of the user's next turn. The user may end thiseffect when making an Attack on the user, causing thatattack to automatically hit; OR when the Read targetuses an Attack against the user, causing that attackto automatically miss. If the user has the TelepathyCapability, the user automatically succeeds on a mind-reading attempt against the target, and may listen to thetarget's surface thoughts as long as they remain Read.Mind Reader automatically misses against targets withthe Mindlock Capability."
Minimize,Scene,/,Normal,,Status,"Self","The user gains +4 Evasion, and user's size islowered to Small for the remainder of the encounter."
Morning Sun,Daily x2,/,Normal,,Status,"Self","The user regains Hit Points equal to half of itsfull Hit Point value. If it is Sunny, the user gains 2/3 ofits full Hit Point value. If it is Rainy, Sand Storming orHailing the user gains 1/4 of their full Hit Point value."
Noble Roar,EOT,2,Normal,,Status,"Burst 1, Sonic, Friendly, Social","Noble Roar lowers all target's Attack and SpecialAttack by 1 Combat Stage."
Odor Sleuth,Scene x2,/,Normal,,Status,"Self, Swift Action","Odor Sleuth may be activated as a Swift Actionon the user's turn. For the rest of the turn, the user'sNormal-Type and Fighting-Type Moves can hit andaffect Ghost-Type targets, and the user can see throughthe Illusion Ability, Moves with the Illusion keyword,and effects created by the Illusionist Capability, ignoringall effects from those."
Pain Split,Daily x2,/,Normal,,Status,"4, 1 Target","The user and the target both lose 1/2 of theircurrent Hit Points. Add the amount of Hit Points theuser and the target lost together, and divide the valueby 2. Both the target and the user gain Hit Points equalto this value. Do not add Injuries from Pain Split fromHit Point Markers until the full effect of the Move hasbeen resolved. Pain Split never causes Massive Damage.Hit Point loss from Pain Split cannot be prevented inany way"
Perish Song,Daily,/,Normal,,Status,"Burst 15, Sonic","Perish Song cannot miss. All targets, includingthe user, receive a Perish Count of 3. At the beginning ofeach of the target's turns, their Perish count is lowered by1. Once a Perish Count reaches 0, set the Pokémon's HitPoints to 0. A Perish Count disappears if a target returnsto their Poké Ball, Takes a Breather, or is knocked out.Perish Song never causes Massive Damage."
Play Nice,At-Will,2,Normal,,Status,"6, 1 Target, Social","Play Nice lowers the target's Attack by 1 CombatStage."
Power Shift,Scene,/,Normal,,Status,"Self","The user's Attack stat and Defense stat areswitched and the user's Special Attack stat andSpecial Defense stat are switched. These changes lastfor the remainder of the scene, or until the user isswitched out or Fainted."
Protect,Scene,/,Normal,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may useProtect. The user is instead not hit by the Move. You donot take any damage nor are you affected by any of theMove's effects."
Psych Up,Scene,/,Normal,,Status,"6, 1 Target","The user's Combat Stages are changed to matchthe target's Combat Stages. Psych Up cannot miss."
Recover,Daily x2,/,Normal,,Status,"Self","The user regains Hit Points equal to half of itsfull Hit Point value."
Recycle,Scene,/,Normal,,Status,"Self","The effect of a consumable item used earlierin the encounter is used again as if it had not beendestroyed. The item is still gone."
Reflect Type,Scene,2,Normal,,Status,"Melee, 1 Target","Reflect Type changes one of the user's Types intoone Type of your choice that the target has for the restof the scene."
Refresh,Scene x2,/,Normal,,Status,"Self","The user is cured of all Poison, Burns, andParalysis."
Revival Blessing,Daily,/,Normal,,Status,"See Effect",""
Roar,Scene,2,Normal,,Status,"Burst 1, Sonic, Social","When declaring Roar, the user does nothing andmay not Shift. At the end of the round, the user Shifts anduses Roar. Targets hit by Roar immediately Shift awayfrom the target using their highest usable movementcapability, and towards their Trainer if possible. If thetarget is an owned pokémon and ends this shift within6 meters of their Poké Ball, they are immediatelyrecalled to their Poké Ball. If that Trainer sends out areplacement, they do not lose their pokémon turn."
Safeguard,Scene,/,Normal,,Status,"Blessing","Effect:Blessing:Any user affected by Safeguard mayactivate it when receiving a Status Affliction to ignorethe effects of that Status Affliction on their next turn.Safeguard may be activated 3 times, and then disappears.:"
Scary Face,EOT,2,Normal,,Status,"4, 1 Target, Social","The target's Speed is lowered 2 Combat Stages."
Screech,EOT,4,Normal,,Status,"Burst 2, Friendly, Sonic","All Legal Targets have their Defense lowered 2Combat Stages."
Sharpen,At-Will,/,Normal,,Status,"Self","Raise the user's Attack 1 Combat Stage."
Shed Tail,Scene,/,Normal,,Status,"Self, Illusion, Coat",""
Shell Smash,Scene,/,Normal,,Status,"Self","Raise the user's Attack 2 Combat Stages, raisethe user's Special Attack 2 Combat Stages and raise theuser's Speed 2 Combat Stages. Lower the user's Defense1 Combat Stage and lower the user's Special Defense 1Combat Stage."
Simple Beam,Scene,2,Normal,,Status,"6, 1 Target","You choose one of the target's Abilities. SimpleBeam changes that Ability to Simple for the remainderof the encounter."
Sing,Scene,10,Normal,,Status,"Burst 2, Friendly, Sonic","All legal Targets fall Asleep. On a miss, Singinstead causes targets to become Slowed and suffer a -2penalty to their Evasion until the end of the user's nextturn."
Sketch,Daily,/,Normal,,Status,"15, 1 Target","Sketch cannot miss. Once Sketch has beenused, remove Sketch from the user's Move list. The lastMove that the target used is added to the user's Movelist permanently. Sketch may not be Interrupted orIntercepted."
Slack Off,Daily x2,/,Normal,,Status,"Self","The user regains Hit Points equal to half of itsfull Hit Points."
Sleep Talk,Scene,/,Normal,,Status,"Self","Select another of the user's Moves at random;this turn, the user may Shift and use that Move despitebeing Asleep. Sleep Talk can be only be used by Sleepingtargets."
Smokescreen,EOT,/,Normal,,Status,"5, Ranged Blast 3","Smokescreen creates a blast of Smoke that coversthe target area; the Smoke persists until the end of theencounter, or until Defog or Whirlwind are used. Alltargets attacking from or into the Smoke receive a -3penalty to Accuracy."
Soft-Boiled,Daily x2,/,Normal,,Status,"Melee, 1 Target","The target regains Hit Points equal to half of itsfull Hit Points. The user may target themselves withSoft-Boiled."
Splash,At-Will,/,Normal,,Status,"Self","Shift Action - The user may make a single Jump,adding +1 to their Long Jump and High Jump values,and gains +2 Evasion until the end of their next turn."
Spotlight,Daily,/,Normal,,Status,"6, 1 Target, Priority","Until the end of the user's next turn, the targetis Blinded and Vulnerable."
Stockpile,EOT,/,Normal,,Status,"Self","The user adds 1 to their Stockpiled count to amaximum of 3. For each number a Stockpiled count isabove 0, raise the user's Defense 1 Combat Stage andraise the user's Special Defense 1 Combat Stage. If aStockpiled count is set to 0, the Combat Stages gainedfrom the Stockpiled count are removed."
Stuff Cheeks,Scene,/,Normal,,Status,"Self","The user immediately consumes one of itsFood Buffs, regardless of any conditions that need tobe met, gaining its benefit if applicable. If a Buff isconsumed, the user's Defense CS is raised by 2."
Substitute,Scene,/,Normal,,Status,"Self, Illusion, Coat","The user loses 1/4 of their maximum Hit Points.This Hit Point loss cannot be prevented in any way. Theuser creates an Illusory Substitute Coat, which has HitPoints equal to 1/4th of the user's full Hit Points +1. Ifthe user would be hit by a Move or attack, instead theSubstitute gets hit. Apply weakness, resistance and statsto the Substitute. The Substitute is immune to StatusAfflictions and Status Moves. Moves with the Socialor Sonic keywords completely ignore and bypass theSubstitute. Once the Substitute has been destroyed, theuser may be hit as normal. Substitute cannot be used ifthe user has less than 1/4 of their full Hit Points."
Super Fang,Scene,4,Normal,,Phys,"Melee, 1 Target","The target loses 1/2 of their current Hit Points."
Supersonic,Scene x2,6,Normal,,Status,"4, 1 Target, Sonic","The target becomes Confused. On miss, thetarget suffers a -2 penalty to Accuracy Rolls for one fullround."
Swagger,EOT,4,Normal,,Status,"6, 1 Target, Social","The target's Attack is raised 2 Combat Stages.Swagger Confuses the target."
Swallow,Daily x2,/,Normal,,Status,"Self","If the user's Stockpiled count is 1, they are healed25% of their full Hit Point value; if their Stockpiledcount is 2, they are healed half of their full Hit Pointvalue; if their Stockpiled count is 3, they are healedback to full Hit Points. After using Swallow, the user'sStockpiled count is set to 0. If the user has no Stockpiledcount, Swallow does nothing."
